english_word,carolinian_headword,dialect,page_number
control,gééli,TAN,627
control,ghééli,NA,627
control,lemelem,NA,627
control,nemenem,LN,627
conversation,alo2,NA,627
conversation,mwáliya–,NA,627
conversation,rholl,TAN,627
conversation,school,NA,627
converse,mwáliili,NA,627
convict,schóól kalabwos,NA,627
convict tang,limáll,NA,627
convince,alúghúúw,NA,628
convolvulus,arabwal,NA,628
convulsion,alitchinemá,TAN,628
convulsion,awarawar,NA,628
convulsion,detcheló,TAN,628
convulsion,látchilemá,NA,628
convulsion,látchinemá,LN,628
convulsion,schetcheló,NA,628
cook,amwoot,NA,628
cook,amwoota,NA,628
cook,áibwet,NA,628
cook,mwoot,NA,628
cook,mwoottiw,NA,628
cook,rawa1,NA,628
cook,tughúyáf,NA,628
cook,túgúyef,TAN,628
cook,umwuli,NA,628
cooking,abwerhi,TAN,628
cooking,abweschi,NA,628
cooking,amwoot,NA,629
cooking,appwesch,NA,629
cooking,arú1,TAN,629
cooking,arúw,NA,629
cooking,árengiiy,NA,629
cooking,áriti,NA,629
cooking,falang,NA,629
cooking,schúúrú,NA,629
cooking,tchibw,NA,629
cooking,woghowogh,NA,629
cool,apata,NA,629
cool,apatapat,NA,629
cool,apatapata,NA,629
cool,metch,NA,629
cool,pat,NA,629
cool,patakkisch,NA,629
cool,patapata–,NA,629
cool,rhigar1,TAN,629
cool,schighar1,NA,629
copra,ahakk,TAN,629
copra,ahakka,TAN,629
copra,asakk,NA,629
copra,asakka,NA,629
copra,ateeyi,NA,630
copra,atikkaay,NA,630
copra,átikk,NA,630
copra,átikka,NA,630
copra,mwasooso,NA,630
copra,mwósooso,NA,630
copra,rhoo,TAN,630
copra,rhoofar,TAN,630
copra,schoo,NA,630
copra,schoofar,NA,630
copra,–tikk,NA,630
copulate,hoolá,TAN,630
copulate,meleeya,NA,630
copulate,soolá,NA,630
copy,apúrúmaaw,TAN,630
copy,awoowo,NA,630
copy,awoowoongi,NA,630
copy,tabwemaaw,NA,630
coral,eengi1,NA,631
coral,fayúpar,NA,631
coral,yáál2,NA,631
core,faar,NA,631
core,faral mangga,NA,631
core,faral mááy,NA,631
core,rhááp,TAN,631
core,rhepin fanú,TAN,631
core,schááp,NA,631
core,schepil falúw,NA,631
core,schúúlap,NA,631
corn,meis,NA,631
cornet,kunneeta,NA,631
Corona Borealis,Schoow,NA,631
corporal punishment,loulow,NA,631
corpse,malemá,NA,631
correct,awela,NA,631
correct,awelawela,NA,631
correct,awena,TAN,632
correct,awenewena,TAN,632
correct,bwung,NA,632
correct,ellet,NA,632
correct,elleta–,NA,632
correct,fil,NA,632
correct,mila,NA,632
correct,m3ll3,NA,632
correct,wel,NA,632
correct,welil3,NA,632
correct,wen,TAN,632
correct,wenel3,TAN,632
correct,wenewen,TAN,632
correct,wetig,TAN,632
correct,wetigh,NA,632
correctness,welewel,NA,632
Corvus,Sarobw9l,NA,632
cost,m99-,NA,632
cot,kaatiri,NA,632
cough,1schit11,NA,632
cough,llaw,NA,632
cough,nnaw,TAN,633
counsel,félééw,NA,633
counsel,ffén,"TAN, LN",633
counsel,fénééy,TAN,633
counsel,houffén,TAN,633
counsel,souffél,NA,633
count,páángi,NA,633
count,páápá,NA,633
counting,eel2,NA,633
counting,eet,NA,633
counting,eew,NA,633
counting,fáál1,NA,633
counting,fáán,"TAN, LN",633
counting,fiis,NA,633
counting,heig,TAN,633
counting,liim,NA,633
counting,ool,NA,633
counting,oon,"TAN, LN",633
counting,rúúw,NA,633
counting,seigh,NA,634
counting,tiiw1,NA,634
counting,waal,NA,634
counting classifier,–áf,NA,634
counting classifier,–bwi,NA,634
counting classifier,–bwong,NA,634
counting classifier,–bwúgú,TAN,634
counting classifier,–bwúghúw,NA,634
counting classifier,–ffaat,NA,634
counting classifier,–fay,NA,634
counting classifier,–fórh,TAN,634
counting classifier,–fósch,NA,634
counting classifier,–gumw,TAN,634
counting classifier,–gumwurh,TAN,634
counting classifier,–ghat,NA,634
counting classifier,–ghit,NA,634
counting classifier,–ghumw,NA,634
counting classifier,–ghumwusch,NA,634
counting classifier,–ghup,NA,634
counting classifier,–ghus,NA,634
counting classifier,–hatta,TAN,634
counting classifier,–hóbw2,TAN,635
counting classifier,–ig,TAN,635
counting classifier,–igh,NA,635
counting classifier,–l4,NA,635
counting classifier,–lé,NA,635
counting classifier,–mal,NA,635
counting classifier,–metch,TAN,635
counting classifier,–mwalú,NA,635
counting classifier,–mwu,NA,635
counting classifier,–mwusch,NA,635
counting classifier,–ngaf,NA,635
counting classifier,–ngaras,NA,635
counting classifier,–ngéréw,NA,635
counting classifier,–osálil,TAN,635
counting classifier,–pa,NA,635
counting classifier,–pagh,NA,635
counting classifier,–pay,NA,635
counting classifier,–peigh,NA,635
counting classifier,–pé,NA,635
counting classifier,–pélégh,NA,635
counting classifier,–pów,NA,635
counting classifier,–púngút,NA,635
counting classifier,–ppwaay,NA,635
counting classifier,–rál,NA,636
counting classifier,–rhay,TAN,636
counting classifier,–rhé,TAN,636
counting classifier,–rhúg,TAN,636
counting classifier,sátil,NA,636
counting classifier,–sset,NA,636
counting classifier,–sóbw1,NA,636
counting classifier,–scháy,NA,636
counting classifier,–sché,NA,636
counting classifier,–schúgh,NA,636
counting classifier,–tikk,NA,636
counting classifier,–tiloubw,NA,636
counting classifier,–tip,NA,636
counting classifier,–túgh,NA,636
counting classifier,–umw,NA,636
counting classifier,–yang,NA,636
counting classifier,–yál,NA,636
counting classifier,–yis,NA,636
counting classifier,–yút,NA,636
country,falúw,NA,636
courage,apagarho,TAN,637
courage,bwura2,NA,637
courage,melat,NA,637
court,kotti,NA,637
courthouse,kotti,NA,637
cousin,mwengeya–,NA,637
cousin,mwengeyal,NA,637
cousin,mwengeyal,NA,637
cousin,priima,NA,637
cousin,priimo,NA,637
covenant,abwungobwung,NA,637
covenant,ppwol1,NA,637
cover,amwóláátá,NA,637
cover,arhap,TAN,637
cover,aschap,NA,637
cover,auhuuppwal,TAN,637
cover,bwalabwal,NA,637
cover,bwalú,TAN,637
cover,bwalúw,NA,637
cover,ireey,NA,637
cover,lufitippwaliló,NA,638
cover,mólóló,NA,638
cover,óus,NA,638
cover,óusey,NA,638
cover,papparúng,NA,638
cover,pasch2,NA,638
cover,pileey,NA,638
cover,pilipil2,NA,638
cover,pilipilil tiliighi,NA,638
cover,tiimwólómwól,NA,638
covet,mwescheleeti,NA,638
covet,mwescheleyá,NA,638
cow,wakke,NA,638
coward,liweeta,NA,638
coward,mesaghata,NA,638
coward,niweeta,TAN,638
cowardly,danngi,NA,638
cowardly,lúwta,NA,638
cowlick,mwuliino2,NA,638
cowry,bwiil1,NA,639
crab,alimong,NA,639
crab,arig,TAN,639
crab,arigh,NA,639
crab,áff,NA,639
crab,ápárá,NA,639
crab,lighámiiyásch,NA,639
crab,róghumw,NA,639
crab,umwál,NA,639
crab-hunting,aro,NA,639
crack,asangúrr,NA,639
crack,fónso,NA,639
crack,fónsooli,NA,639
crack,mwákk,NA,639
crack,ohey,TAN,639
crack,rip,NA,639
crack,ripirip,NA,639
crack,serághékkiló,NA,639
crack,tching,NA,639
crack,wetil,NA,639
crack,witil,TAN,639
crack,woseey,NA,640
crack,yáál1,NA,640
cradle,kuuna,NA,640
cramp,téréghé,NA,640
crash,filiwóh,TAN,640
crash,filiwós,NA,640
crash,kkuraas,NA,640
crash,magalagal,TAN,640
crash,maghalaghal,NA,640
crawl,tangúrúlong,NA,640
crawl,ttellów,NA,640
crawl,té,NA,640
crawl,tégérég,TAN,640
crawl,téghéréégh,NA,640
crawl,tééllaw,TAN,640
crawling creature,malúté,NA,640
crayon,kkureeyong,NA,640
crazy,hókkobwurh,TAN,641
crazy,malammang,NA,641
crazy,mmang,NA,641
crazy,memmanga–,NA,641
cream,yóleyól,NA,641
creamy,ppwil1,NA,641
crease,limág,TAN,641
create,ayorátá,NA,641
create,ayoráátá,NA,641
create,féérú,NA,641
creature,maal1,NA,641
creature,malúl falúw,NA,641
creature,malúl sáát,NA,641
creature,malúté,NA,641
creature,malúyáliyál,NA,641
creek,saschúgh,NA,641
crest,weirhug,TAN,641
crest,weischugh,NA,641
crevalle,bweyah,TAN,642
crevice,wów,NA,642
crew,fita2,NA,642
crib,kuuna,NA,642
crisis,schighar1,NA,642
crock,tiina,NA,642
crocodile,aligitór,TAN,642
crocodile,kaimaan,NA,642
crooked,ppwór,NA,642
crooked,tawiliwil,NA,642
cross,kkuruus,NA,642
crouch,llofit,TAN,642
crouch,lufit,NA,642
crow,gékké,TAN,642
crow,ghékké,NA,642
crow,kkékké,NA,642
crowbar,bwaaru,NA,643
crowbar,bwérúbwér,NA,643
crowd,óschuulap,NA,643
crowd,toulap,NA,643
crowd,wórhuulap,TAN,643
crowded,tamanngaw,NA,643
crucial,debi,NA,643
crumble,bwotobwot,NA,643
crumple,magalagal,TAN,643
crumple,maghalaghal,NA,643
crunch,assangér,TAN,643
crunch,assangúr,NA,643
crunchy,sangurungur,NA,643
cry,heng,TAN,643
cry,hengiheng,TAN,643
cry,hengiiti,TAN,643
cry,nngáá-,NA,644
cry,ngánngá,NA,644
cry,nginngi,NA,644
cry,sáng,NA,644
cry,sángisáng,NA,644
cry,sángiiti,NA,644
cubit,–mwalú,NA,644
cucumber,gúúngár,TAN,644
cucumber,ghúúngar,NA,644
cudgel,ghaluuti,NA,644
cup,taasa,NA,644
cure,amalawa,NA,644
cure,rhigar1,TAN,644
curious,mwescheleyá,NA,644
curly,schimwérúúrú,NA,644
curly,schimmwulóótu,NA,644
curse,affayil,NA,644
curse,agheta,NA,645
curse,gát,TAN,645
curse,goh,TAN,645
curse,ghos,NA,645
curse,houngeni,TAN,645
curse,soungeli,NA,645
curse,sousow,NA,645
curtain,kuttiina,NA,645
custard apple,anoonas,NA,645
customs,aweeweel,NA,645
customs,aweeween,"TAN, LN",645
customs,gokk,TAN,645
customs,kko,NA,645
cut,afalafal,NA,645
cut,afalúw,NA,645
cut,aginaha,TAN,645
cut,aghilasa,NA,645
cut,alááh,TAN,645
cut,atikkaay,NA,645
cut,áláás,NA,645
cut,ásáttipa,NA,646
cut,eyi,TAN,646
cut,fala,NA,646
cut,falafal1,NA,646
cut,falafal2,NA,646
cut,ffirh3,TAN,646
cut,ffisch4,NA,646
cut,fischi1,NA,646
cut,ginah,TAN,646
cut,gop,TAN,646
cut,gopiiy,TAN,646
cut,gopogop,TAN,646
cut,ghilas,NA,646
cut,ghop,NA,646
cut,ghopoghop,NA,646
cut,ghosch,NA,646
cut,ghoscheey,NA,646
cut,ghupikkitiiy,NA,646
cut,ghupiiy,NA,646
cut,ghúrú1,NA,646
cut,húgú,TAN,646
cut,isiiy,NA,647
cut,ohey,TAN,647
cut,orh,TAN,647
cut,pagh,NA,647
cut,paghúló,NA,647
cut,paghúpagh1,NA,647
cut,paghúpagh2,NA,647
cut,paghúúto,NA,647
cut,paghúw,NA,647
cut,pikka,NA,647
cut,pikkakkiti,NA,647
cut,reikkiti,TAN,647
cut,reirey,TAN,647
cut,reey1,NA,647
cut,suluuw,NA,647
cut,súghúw,NA,647
cut,tilingi,NA,647
cut,tilúw,NA,647
cut,tiiw2,NA,647
cut,tiwey,NA,647
cut,túlú,TAN,647
cut,ulekkiti,NA,648
cut,uleey,NA,648
cut,uloul,NA,648
cut,wos,NA,648
cut,woseey,NA,648
cut a trail,sogu,TAN,648
cut a trail,sóghuuw,NA,648
cute,lling,NA,648
cute,ris,NA,648
cuttlefish,ngúút,NA,648
cuttlefish,roongaf,NA,648
cycad,faadang,NA,648
d,peighilong,NA,649
daikon,daikon,NA,649
damage,abwutaga,TAN,649
damage,anngawa,NA,649
damage,átchigha,NA,649
damage,taroppw,NA,649
dampen,atchúghú,NA,649
dance,appéngágh,NA,649
dance,bwaaila,NA,649
dance,bwarúg,TAN,649
dance,bwarúgh,NA,649
dance,bwaay2,NA,649
dance,ellegh,NA,649
dance,gurugur3,TAN,649
dance,maal3,NA,649
dance,maas3,NA,649
dance,mwoo–2,NA,649
dance,paito,NA,649
dance,ppwó,NA,650
dance,til,NA,650
dance,ur,NA,650
dance,werhúúrá,TAN,650
dance,wischiirá,NA,650
dancer,soubweila,NA,650
dangle,ahailúúy,TAN,650
dangle,assayúlúw,NA,650
dangle,sayúlúúl,NA,650
dare,abweebwe,NA,650
dare,agila1,TAN,650
dare,aghila,NA,650
dare,tatsiiy,NA,650
daring,masatchemaaw,NA,650
dark,lirhól,TAN,650
dark,lischól,NA,650
dark,rorh,TAN,650
dark,rosch,NA,650
dark,roschoppwung,NA,650
dark,rhól,TAN,650
dark,rhóletá,TAN,651
dark,rhólippwung,TAN,651
dark,schól,NA,651
dark,schóletá,NA,651
darling,korasoon,NA,651
darling,mwoowesch,NA,651
date of birth,ráálil ubwutiw,NA,651
date of birth,ráánin obwutiw,TAN,651
date of birth,ubwutuwa–,NA,651
daughter,liye–,NA,651
daughter,welemas1,NA,651
daughter,wenemas1,TAN,651
dawn,winimmweiráán,TAN,651
day,leeráál,NA,651
day,leeráán,TAN,651
day,–rál,NA,651
day,ráál,NA,651
day,ráálil makk,NA,651
day,ráálil maram,NA,651
day,ráálitá,NA,651
day,ráán,"TAN, LN",651
day after tomorrow,sópúlaan,NA,652
daydream,áliyál1,NA,652
daydream,harappwang,TAN,652
daydream,hóróhór,TAN,652
daydream,sóroppwang,NA,652
daydream,sórósór,NA,652
daydream,welemas2,NA,652
daydream,wenemas2,TAN,652
day of the week,Bennis,NA,652
day of the week,Guubwul,TAN,652
day of the week,Ghuubwul,NA,652
day of the week,Luunis,NA,652
day of the week,Metkulis,NA,652
day of the week,Mwattis,NA,652
day of the week,Sóóbwal,NA,652
day of the week,Weipis,NA,652
daytime,leeráál,NA,652
daytime,leeráán,TAN,652
daytime,ráál,NA,652
daytime,ráán,"TAN, LN",652
dead,amáámááy,NA,653
dead,hootubw,TAN,653
dead,malemá,NA,653
dead,má1,NA,653
dead,ppwunguló,NA,653
dead,sootubw,NA,653
deaf,ppwung,NA,653
deaf,rongotchów,NA,653
deaf,sálingappwúng,NA,653
deaf,selingapasch,NA,653
deaf,tannga,NA,653
dear,mwoowesch,NA,653
death,amááy,NA,653
death,átchilimá,NA,653
death,máá,NA,653
death,peighimá,NA,653
death chant,ammair,TAN,653
death chant,ammayúr,NA,654
death throes,átchilimá,NA,654
debate,rághiiy,NA,654
debate,regi,TAN,654
debt,diibi,NA,654
debt,mwolofit,NA,654
decay,bwey,NA,654
decay,bwoomarh,TAN,654
decay,bwoomasch,NA,654
decay,mar1,NA,654
decay,paw,NA,654
deceased,soomá,NA,654
deceive,abwuschuw,NA,654
deceive,tubw2,NA,654
December,Disembre,NA,654
decide,tipeew,TAN,654
decide,tipiyew,NA,654
decorate,álimelim,NA,655
decorate,féuta,NA,655
decorate,fouta,TAN,655
dedication,óssootubw,NA,655
deep,amwo,NA,655
deep,amwooy,NA,655
deep,ligi–,TAN,655
deep,lighi–,NA,655
deep,lóllóól,NA,655
deep,mangútchaw,NA,655
deer,melóósch,NA,655
deface,mwákk,NA,655
defeat,ganna,NA,655
defeat,kkuf,NA,655
defeat,liyapeli,NA,655
defeat,liyapeni,TAN,655
defecate,alloow,NA,655
defecate,appelló,NA,655
defecate,bwot,NA,656
defecate,fallighet,NA,656
defecate,féll,NA,656
defecate,kkus,NA,656
defecate,lipaapa1,NA,656
defecate,pa,NA,656
defecate,pááti,NA,656
defecate,rhigar2,TAN,656
defecate,schighar2,NA,656
defecate,tiwáágh,NA,656
defecate,wáási3,NA,656
defend,pileey,NA,656
deference,awóóy,NA,656
definitely,mal,NA,656
definitely,man,TAN,656
delicious,llé,NA,656
delicious,nné,TAN,656
delicious,ppwil1,NA,656
deliver,amakkúúw,NA,657
deliver,makk2,NA,657
deliver,malawaló,NA,657
Delphinus,Sápi,NA,657
demolish,taroppw,NA,657
demonstrate,abwáári,NA,657
demonstrative,–fa,NA,657
demonstrative,ifa,NA,657
demonstrative,igha2,NA,657
demonstrative,ighaal,NA,657
demonstrative,igheey,NA,657
demonstrative,ighila1,NA,657
demonstrative,ighilaal,NA,657
demonstrative,ighimwu,NA,657
demonstrative,ighimwuul,NA,657
demonstrative,ighiwe,NA,657
demonstrative,ikkaal,NA,657
demonstrative,ikkááy,NA,657
demonstrative,ikkefa,NA,657
demonstrative,ikkela,NA,657
demonstrative,ikkelaal,NA,658
demonstrative,ikkemwu,NA,658
demonstrative,ikkemwuul,NA,658
demonstrative,ikkewe,NA,658
demonstrative,ila2,NA,658
demonstrative,ilaal,NA,658
demonstrative,imwu,NA,658
demonstrative,imwuul,NA,658
demonstrative,imwuun,TAN,658
demonstrative,ina,TAN,658
demonstrative,inaan,TAN,658
demonstrative,iwe1,NA,658
demonstrative,iye1,NA,658
demonstrative,iyeel,NA,658
demonstrative,iyeen,TAN,658
demonstrative,iyeey,NA,658
demonstrative,kka–,NA,658
demonstrative,kkaal,NA,658
demonstrative,kkaan,TAN,658
demonstrative,kkana,TAN,658
demonstrative,kkanaan,TAN,658
demonstrative,kkela,NA,658
demonstrative,kkelaal,NA,658
demonstrative,kkemwu,NA,659
demonstrative,kkemwuul,NA,659
demonstrative,kkewe,NA,659
demonstrative,kkeey,NA,659
demonstrative,–l3,NA,659
demonstrative,la,NA,659
demonstrative,laal2,NA,659
demonstrative,mwu,NA,659
demonstrative,mwuul1,NA,659
demonstrative,na,"TAN, LN",659
demonstrative,naan2,NA,659
demonstrative,we,NA,659
demonstrative,ye,NA,659
demonstrative,yeel1,NA,659
dent,mw1kk,NA,659
depart,l3,NA,659
depart,mwetel3,NA,659
depart,righil3,NA,659
depart,soul3,NA,659
depart,s44sef1ng,NA,659
departure,mwetel3,NA,659
depend,lúgú,TAN,660
depend,lúghúúw,NA,660
deplete,ros,NA,660
depth,yááli–,NA,660
descend,ubwutiw,NA,660
deserted,órof,NA,660
desiccate,ppwas,NA,660
desire,amwólla,NA,660
desire,mweschel,NA,660
desire,mwescheleeti,NA,660
desire,mwóll,NA,660
desire,mwólleeti,NA,660
desire,mwónn,TAN,660
desire,tiip2,NA,660
desire,tipáli,NA,660
desire,tipeni,TAN,660
despair,lirhippúng,TAN,660
despair,lischippúng,NA,660
despite,bwete,NA,661
dessert,likkamwurhumwurh,TAN,661
dessert,likkamwuschumwusch,NA,661
dessert,scheel,NA,661
destination,tool2,NA,661
destroy,ailas,NA,661
destroy,ataay,NA,661
destroy,ffeir,NA,661
detain,mwasch,NA,661
devastate,ailas,NA,661
devastate,ataay,NA,661
diabetes,mám2,NA,661
diagnose,aghila,NA,661
diagnose,akkagil,TAN,661
diagnose,bweeli,NA,661
diagnosis,akkaghil,NA,661
diagnosis,bwee,NA,661
dialect,Elle,NA,662
dialect,Elle–Enne,NA,662
dialect,Enne,NA,662
dialect,ngiingi,NA,662
diaper,aap,NA,662
diaper,panyóólis,NA,662
diaper,tuppw,NA,662
diaper,úúp2,NA,662
diarrhea,sitch,NA,662
diarrhea,ssúg1,TAN,662
diarrhea,ssúgh,NA,662
diarrhea,ssúghúparas,NA,662
dice,dais,NA,662
dictionary,diksionariyo,NA,663
dictionary,ókkóttong,NA,663
die,átch,NA,663
die,má1,NA,663
die,máá unuh,TAN,663
die,rhif,TAN,663
die,schif,NA,663
die,wós,NA,663
diesel,diiso,NA,663
difficult,appett,NA,663
difficult,awweireh,TAN,663
difficult,awweires,NA,663
difficult,aweirisi,NA,663
difficult,áppetti,NA,663
difficult,wáires,NA,663
difficult,weireh,TAN,663
difficulty,allew,NA,663
dig,ghelingi,NA,663
dig,kkel,NA,663
dig,kkelingi,NA,664
digit,ayútt,NA,664
dim,ppwóól,NA,664
dinner,áfááf,NA,664
dinner,fááf,NA,664
dinner,seena,NA,664
dip,arhiirhi,TAN,664
dip,aschiischi1,NA,664
dip,ághikk,NA,664
dip,ifi,NA,664
dip,ifiiy,NA,664
dip,schooghi,NA,664
direct,afal,NA,664
direct,afala,NA,664
direct,afalafal1,NA,664
direct,akkulééw,NA,664
direct,akkúnééy,TAN,664
direction,efáng,NA,664
direction,éér,NA,664
direction,hoo–1,TAN,664
direction,peigh,NA,665
direction,peighitá,NA,665
direction,peighitiw,NA,665
direction,peighúwow,NA,665
directional suffix,–lo,NA,665
directional suffix,–long,NA,665
directional suffix,–ló3,NA,665
directional suffix,–tá,NA,665
directional suffix,–tiw,NA,665
directional suffix,–to,NA,665
directional suffix,–wow,NA,665
dirt,ppwel,NA,665
dirty,appwelú,NA,665
dirty,appwúlúúpaay,NA,665
dirty,limbwutag,TAN,665
dirty,limenngaw,NA,665
dirty,lippwel,NA,665
disagree,allew,NA,665
disagree,áschitá2,NA,665
disagree,tiperáárá,NA,666
disappear,mwólóló,NA,666
disappear,mwónóló,TAN,666
disappear,tilimwóuluul,NA,666
disappear,tol,NA,666
disappear,tololó,NA,666
disapproval,álifesch,NA,666
disbelieve,lúghútchów,NA,666
discard,ghitaló,NA,666
discard,milákkáscheló,NA,666
discharge,alipalip,NA,666
discharge,ataaló,NA,666
discharge,fallaló,NA,666
discharge,guh,TAN,666
discharge,ghus,NA,667
discover,rhuungi,TAN,667
discover,schuungi,NA,667
disease,gooh2,TAN,667
disguise,weleghi,NA,667
disgust,lirh,TAN,667
disgust,lirhippúng,TAN,667
disgust,lisch,NA,667
disgust,lischippúng,NA,667
disgust,lloow,NA,667
dish,platiito,NA,667
dish,pulóto,NA,667
disjointed,bwulihág,TAN,667
disjointed,bwuliságh,NA,667
dislike,abwuta,NA,667
dislike,afaiyabwut,NA,667
dislike,affeiyabwut,TAN,668
dislike,akkabwut,NA,668
dislike,kkóbwut,NA,668
dislocate,bwulihág,TAN,668
dislocate,bwuliságh,NA,668
dismay,wet,NA,668
disobedient,tchúgúl,TAN,668
disobedient,tchúghúl,NA,668
disobey,sálingammasch,NA,668
disobey,tarey,TAN,668
disobey,tóreey2,NA,668
disobey,tchemaaw,NA,668
disorder,arughuuló,NA,668
disorderly,tarabwuka,NA,668
disoriented,bwulaas,NA,668
disoriented,righ2,NA,668
disoriented,rug,TAN,668
disoriented,rugh,NA,668
disparage,ngúhúri,TAN,669
disperse,maghal,NA,669
display,bwáári,NA,669
displeasure,ahunguhung,TAN,669
displeasure,asúngúsúng,NA,669
dispute,fitighoogho,NA,669
disregard,atara,NA,669
disregard,atolleyinúlúnnat,TAN,669
disregard,lúgúhoolapey,TAN,669
disregard,rongoiyá,NA,669
disregard,ttór,NA,669
disrespectful,aalleew,NA,669
disrespectful,atchofáhá,TAN,669
disrespectful,atchofesá,NA,669
disrespectful,faihoolap,TAN,670
disrespectful,faisoolap,NA,670
disrespectful,soolap,NA,670
distance,taawal,NA,670
distance,taawan,TAN,670
distance,tool2,NA,670
distant,taaw,NA,670
distant,tilimwóuluul,NA,670
distant,tolomarhúgúrhúg,TAN,670
distaste,kkóbwut,NA,670
distend,tiyakk,NA,670
distort,arughuuló,NA,670
distort,weleghi,NA,670
distract,abwurha,TAN,670
distract,abwurhubwurh,TAN,670
distract,abwuschubwusch,NA,670
distract,abwuschuw,NA,671
distribute,aineti,"TAN, LN",671
distribute,áilet,NA,671
distribute,áileti,NA,671
distribute,ileti,NA,671
distribute,ineti,TAN,671
distribute,patti,NA,671
distrust,lúghútchów,NA,671
disturb,filimwááng,NA,671
dive,tu,NA,671
dive,túúfi,NA,671
diver,maleppeigh,NA,671
divide,ahattaló,TAN,671
divide,ainet,TAN,671
divide,asettila,NA,671
divide,asettileló,NA,671
divide,áilet,NA,671
divide,áileti,NA,672
divide,bweibwey2,NA,672
divide,bweiti,NA,672
divide,ilet,NA,672
divide,ileti,NA,672
divide,inet1,TAN,672
divide,inet2,"TAN, LN",672
divide,ineti,TAN,672
divine,bweey1,NA,672
division,ilet,NA,672
division,inet1,TAN,672
divorce,ákkáscheló,NA,672
divorce,dibwusiya,NA,672
dizzy,bwulaas,NA,672
dizzy,mwááliyál,NA,672
dizzy,mwólughulugh1,NA,672
do,amina,TAN,672
do,ammóóy,NA,672
do,fféér,NA,672
do,féérú,NA,672
do,féérúsefááliy,NA,673
do,mila,NA,673
do,milifengel,NA,673
dock,pantalaan,NA,673
doctor,dokto,NA,673
doctor,houhafey,TAN,673
doctor,sóusáfey,NA,673
doctrine,aweeweel,NA,673
doctrine,aweeween,"TAN, LN",673
dodder,tiigh,NA,673
doesn’t it,óóbwo,NA,673
dog,gulaag,TAN,673
dog,ghulóógh,NA,673
doll,liyoos,TAN,673
doll,mwunyeeka,NA,673
dollar,dóóla,NA,673
dolphin,sapór,NA,674
domestic animal,malefighir,NA,674
dominant,scho,NA,674
dominate,liyapeli,NA,674
dominate,liyapeni,TAN,674
done,ghów,NA,674
Don Juan,fang2,NA,674
Don Juan,mwáálesol,NA,674
donkey,bwuliiko,NA,674
don’t,–te,NA,674
door,aham,TAN,674
door,asam,NA,674
door,pilipilil asam,NA,674
doorway,aham,TAN,674
doorway,asam,NA,674
dot,pwunto,NA,674
double,doble,NA,675
doubt,duuda,NA,675
doubt,rúarú,NA,675
doughnut,doonats,NA,675
down,áirúútiw,NA,675
down,mwoo–,NA,675
down,téétiw,NA,675
down,–tiw,NA,675
down,tubw,NA,675
downwind,lóóbwut,NA,675
downwind,–tiw,NA,675
drag,sefángi,NA,675
drag,tangúr,NA,675
drag,tangúrú,NA,675
drag,tangúrúlong,NA,675
drag,túrúpa,NA,675
drag,úrú,NA,675
drag,úrútúpa,NA,675
dragonfly,oschááp,NA,675
drain,guh,TAN,676
drain,ghus,NA,676
draw,mákk1,NA,676
draw,mákkeey,NA,676
draw,zungwa,NA,676
drawing,penta,NA,676
drawing,zungwa,NA,676
dream,ttal,NA,676
dregs,gitan,TAN,676
dregs,ghital,NA,676
dress,aiféifa,NA,676
dress,álimelim,NA,676
dress,féuta,NA,676
dress,fouta,TAN,676
dress,mómmóngóógh,NA,676
dress,siliila,NA,676
dribble,ssúr,NA,676
drift,maal2,NA,676
drift,maan2,"TAN, LN",677
drift,pass,NA,677
driftwood,apeipey1,NA,677
driftwood,peipey1,NA,677
drill,bwisighi,NA,677
drill,bwuraaló,NA,677
drill,ngatangat,NA,677
drill,ngatáli,NA,677
drink,appal,NA,677
drink,appala,NA,677
drink,apeew2,NA,677
drink,apééwló,NA,677
drink,doflogui,NA,677
drink,mwalú-,NA,677
drink,mwour,NA,677
drink,tátchú,NA,677
drink,úl,NA,677
drink,úlúma-,NA,677
drink,úlúmi,NA,677
drink,ún,TAN,677
drink,únúmi,TAN,677
drip,ssubw,NA,677
drip,sussubwtiw,NA,678
drip,ssúrútiw,NA,678
drip,sússúrútiw,NA,678
drip,tchi,NA,678
drive,draiba,NA,678
drive away,asúúw,NA,678
drive away,asúúy,TAN,678
drool,rhelirhel,TAN,678
drool,schelischel,NA,678
droop,bwis2,NA,678
drop,atchiilong,NA,678
drop,ligitaaló,TAN,678
drop,lighitaaló,NA,678
drop,ssubw,NA,678
drop,sussubwtiw,NA,678
droplet,assur,NA,678
drown,mwóbw,NA,678
drown,rhoul,TAN,679
drown,schóuwul,NA,679
drowse,ssumw2,NA,679
drum,tómbwut,NA,679
drunk,bwulaas,NA,679
drunk,ffirh1,TAN,679
drunk,ffisch1,S,679
drunk,sakaw,NA,679
drunk,watch,TAN,679
drunk,wétch,NA,679
drunkard,bwulatseera,NA,679
drunkard,bwulatseero,NA,679
dry,abwaha,TAN,679
dry,amwóraaló,NA,679
dry,apala,NA,679
dry,appúngú,NA,679
dry,appwasa,NA,679
dry,mmat,NA,679
dry,mwór,NA,679
dry,mwusch,NA,679
dry,ómwora,NA,679
dry,pel,NA,680
dry,ppwas,NA,680
dry,tóbw,NA,680
dry season,leeyefáng,NA,680
duck,ngaanga,NA,680
dull,akkóbwuw,NA,680
dull,kkobw,TAN,680
dull,kkobwumagúran,TAN,680
